#,code,price,start_time,end_time,start_station_id,end_station_id
56,881013541,7.00,2024-03-24 14:45:23,2024-03-24 15:13:23,53,66
57,881013541,10.00,2023-06-02 09:57:32,2023-06-02 10:21:32,137,144
58,881013541,4.00,2023-08-10 18:41:30,2023-08-10 18:49:30,269,109
59,881013541,8.00,2023-09-08 21:39:40,2023-09-08 22:36:40,282,265
60,881014818,8.00,2024-02-21 08:43:47,2024-02-21 08:59:47,271,61
61,881015282,9.00,2023-10-28 14:47:26,2023-10-28 14:48:26,1,43
62,881015282,8.00,2023-11-30 11:32:51,2023-11-30 12:06:51,48,77
63,881015282,10.00,2023-08-10 22:44:32,2023-08-10 23:20:32,64,156
64,881015282,4.00,2024-02-10 17:46:44,2024-02-10 18:11:44,114,205
65,881015282,6.00,2023-04-01 06:48:39,2023-04-01 07:38:39,139,71
66,881015282,9.00,2023-06-30 06:47:35,2023-06-30 07:45:35,167,274
67,881015282,8.00,2023-03-23 16:45:53,2023-03-23 17:16:53,187,50
68,881015282,3.00,2023-10-15 06:34:54,2023-10-15 07:05:54,210,266
69,881015282,3.00,2024-02-11 10:57:07,2024-02-11 11:39:07,222,149
70,881015282,3.00,2023-04-18 16:55:13,2023-04-18 17:35:13,305,51
71,881018569,9.00,2023-05-16 17:37:19,2023-05-16 18:01:19,18,268
72,881018569,8.00,2023-10-11 12:39:48,2023-10-11 13:38:48,35,197
73,881018569,5.00,2023-07-30 14:32:18,2023-07-30 15:03:18,76,26
74,881018569,5.00,2023-08-15 12:56:23,2023-08-15 13:26:23,113,117
75,881018569,5.00,2023-11-26 11:53:08,2023-11-26 12:45:08,158,70
76,881018569,7.00,2024-03-10 20:52:47,2024-03-10 21:25:47,201,195
77,881018569,7.00,2023-07-31 09:57:51,2023-07-31 10:25:51,224,8
78,881018569,9.00,2023-10-19 09:51:02,2023-10-19 09:51:02,231,118
79,881020130,9.00,2023-04-12 14:37:48,2023-04-12 15:06:48,32,170
80,881020130,11.00,2023-09-05 17:31:05,2023-09-05 18:09:05,112,27
81,881020130,6.00,2023-12-23 06:53:56,2023-12-23 07:09:56,118,83
82,881020130,10.00,2023-03-30 11:54:02,2023-03-30 12:53:02,257,217
83,881020130,5.00,2023-04-13 12:47:06,2023-04-13 13:42:06,305,96
84,881020320,6.00,2024-01-06 18:56:36,2024-01-06 19:33:36,33,68
85,881020320,12.00,2023-05-29 07:40:22,2023-05-29 07:47:22,191,31
86,881020320,6.00,2024-03-21 15:45:11,2024-03-21 16:14:11,294,46
87,881023302,4.00,2023-12-16 06:32:55,2023-12-16 07:31:55,65,196
88,881023302,6.00,2023-06-08 13:42:40,2023-06-08 13:48:40,254,78
89,881023704,10.00,2023-06-01 17:58:15,2023-06-01 18:12:15,3,247
90,881023704,8.00,2023-03-23 09:54:15,2023-03-23 10:44:15,20,232
91,881023704,9.00,2023-09-08 17:34:34,2023-09-08 18:33:34,231,285
92,881023704,5.00,2023-11-02 14:37:20,2023-11-02 14:50:20,279,255
93,881023828,11.00,2023-06-05 06:30:12,2023-06-05 07:26:12,172,64
94,881023953,8.00,2023-11-06 20:59:00,2023-11-06 21:34:00,287,78
95,881027387,2.00,2023-08-19 13:37:37,2023-08-19 13:51:37,17,174
96,881027387,4.00,2023-07-16 09:53:10,2023-07-16 09:56:10,25,258
97,881027387,5.00,2023-11-10 14:30:48,2023-11-10 15:18:48,27,103
98,881027387,8.00,2023-11-04 12:45:36,2023-11-04 13:07:36,139,138
99,881027387,4.00,2023-07-22 10:52:21,2023-07-22 11:25:21,147,295
100,881027387,7.00,2023-11-05 15:51:35,2023-11-05 15:54:35,252,154
101,881028978,4.00,2023-10-10 22:52:16,2023-10-10 23:08:16,52,225
102,881028978,3.00,2023-04-19 19:31:44,2023-04-19 20:21:44,54,32
103,881028978,6.00,2023-06-05 16:51:18,2023-06-05 17:35:18,304,94
104,881029235,3.00,2024-01-17 12:42:14,2024-01-17 13:11:14,11,267
105,881029235,9.00,2023-12-11 13:49:06,2023-12-11 14:09:06,69,94
106,881032009,6.00,2023-10-20 17:55:13,2023-10-20 18:47:13,5,30
107,881032009,8.00,2023-08-17 21:42:07,2023-08-17 22:11:07,119,156
108,881032009,7.00,2024-02-15 16:37:51,2024-02-15 17:05:51,155,298
109,881034575,7.00,2023-11-07 10:58:15,2023-11-07 11:07:15,2,212
110,881034575,4.00,2023-12-28 16:48:39,2023-12-28 17:36:39,54,235
111,881034575,7.00,2023-07-20 22:43:31,2023-07-20 23:19:31,172,267
112,881034575,4.00,2024-01-04 18:39:55,2024-01-04 19:38:55,207,6
113,881034575,9.00,2024-03-06 07:57:35,2024-03-06 08:36:35,253,33
114,881035094,8.00,2023-11-03 08:43:29,2023-11-03 08:55:29,69,2
115,881037867,9.00,2024-02-21 12:38:46,2024-02-21 12:55:46,7,244
116,881037867,2.00,2023-08-02 15:48:30,2023-08-02 16:16:30,63,64
117,881037867,9.00,2023-06-20 13:59:04,2023-06-20 14:50:04,126,162
118,881037867,9.00,2023-03-21 14:55:57,2023-03-21 15:33:57,156,160
119,881037867,3.00,2023-03-12 20:49:54,2023-03-12 20:54:54,157,47
120,881037867,6.00,2023-03-29 07:43:07,2023-03-29 08:08:07,221,134
121,881037867,5.00,2023-10-11 10:54:10,2023-10-11 11:16:10,239,37
122,881039234,8.00,2023-01-13 14:44:17,2023-01-13 15:00:17,19,52
123,881039234,2.00,2023-06-17 10:52:19,2023-06-17 11:40:19,153,141
124,881039234,7.00,2024-02-18 21:47:51,2024-02-18 22:02:51,252,121
125,881039234,6.00,2023-12-16 17:34:37,2023-12-16 18:05:37,283,232
126,881040313,10.00,2024-02-16 06:43:47,2024-02-16 07:09:47,4,127
127,881041739,6.00,2024-02-05 07:41:55,2024-02-05 08:38:55,170,6
128,881041739,8.00,2023-01-07 06:45:58,2023-01-07 07:43:58,181,37
129,881041739,7.00,2023-12-20 21:37:03,2023-12-20 22:23:03,193,125
130,881041739,9.00,2023-03-24 21:59:51,2023-03-24 22:20:51,215,23
131,881041739,3.00,2024-01-28 08:49:41,2024-01-28 09:48:41,304,165
132,881043089,4.00,2024-02-27 21:50:05,2024-02-27 22:04:05,44,144
133,881043089,7.00,2023-10-18 09:46:15,2023-10-18 10:22:15,49,163
134,881043089,7.00,2024-03-08 11:57:45,2024-03-08 12:26:45,131,145
135,881043089,6.00,2024-03-23 17:55:05,2024-03-23 18:34:05,161,85
136,881044025,7.00,2024-02-27 10:33:04,2024-02-27 10:49:04,54,95
137,881044025,8.00,2024-02-20 15:53:49,2024-02-20 16:38:49,60,70
138,881044025,9.00,2023-04-16 22:52:33,2023-04-16 23:37:33,122,74
139,881044025,4.00,2023-06-21 21:58:11,2023-06-21 22:28:11,124,132
140,881044025,7.00,2023-03-02 15:30:35,2023-03-02 16:11:35,242,257
141,881044025,10.00,2023-05-23 17:37:52,2023-05-23 17:42:52,247,129
142,881046633,6.00,2023-10-04 17:48:04,2023-10-04 18:24:04,39,90
143,881046633,4.00,2023-10-23 15:42:47,2023-10-23 15:52:47,135,145
144,881046633,4.00,2023-03-29 16:52:20,2023-03-29 17:21:20,148,20
145,881046633,5.00,2023-11-17 11:44:58,2023-11-17 11:55:58,163,134
146,881046633,5.00,2023-09-14 20:41:59,2023-09-14 21:05:59,242,13
147,881047757,9.00,2023-02-16 19:59:53,2023-02-16 20:37:53,113,108
148,881047757,7.00,2023-04-21 08:46:59,2023-04-21 09:00:59,211,4
149,881047757,2.00,2023-04-21 09:38:53,2023-04-21 10:17:53,214,157
150,881047757,5.00,2023-11-18 06:39:51,2023-11-18 06:55:51,260,160
151,881048280,8.00,2024-02-24 20:58:56,2024-02-24 21:10:56,38,226
152,881048280,12.00,2023-08-19 10:52:01,2023-08-19 11:06:01,287,217
153,881048537,2.00,2024-03-09 18:36:56,2024-03-09 18:57:56,24,25
154,881048537,7.00,2023-12-03 14:49:42,2023-12-03 15:14:42,99,57
155,881048537,10.00,2024-01-09 14:51:36,2024-01-09 15:25:36,119,112
156,881049010,7.00,2023-09-20 19:52:41,2023-09-20 20:17:41,24,83
157,881049010,6.00,2024-02-09 08:53:32,2024-02-09 09:33:32,72,2
158,881049010,9.00,2024-02-12 14:53:41,2024-02-12 15:26:41,75,206
159,881049010,10.00,2023-02-04 17:57:40,2023-02-04 18:49:40,132,93
160,881049010,8.00,2023-03-21 12:36:02,2023-03-21 12:38:02,189,7
161,881049010,9.00,2023-03-27 13:49:20,2023-03-27 13:51:20,214,162
162,881049010,6.00,2023-05-25 16:55:17,2023-05-25 17:13:17,221,196
163,881049010,8.00,2023-10-16 07:48:53,2023-10-16 08:06:53,230,93
164,881049024,3.00,2023-11-28 19:58:37,2023-11-28 20:12:37,45,81
165,881049024,6.00,2024-01-28 17:36:33,2024-01-28 17:44:33,115,284
166,881049024,4.00,2024-02-04 17:52:10,2024-02-04 18:22:10,282,259
167,881050215,7.00,2023-05-18 18:46:30,2023-05-18 18:51:30,24,290
168,881050215,7.00,2023-12-31 16:49:11,2023-12-31 17:30:11,62,177
169,881050215,12.00,2024-01-04 16:58:52,2024-01-04 17:25:52,274,219
170,881050215,6.00,2023-04-26 08:41:42,2023-04-26 09:06:42,281,186
171,881050496,2.00,2023-01-02 16:40:06,2023-01-02 17:22:06,44,72
172,881051604,6.00,2024-02-26 16:49:41,2024-02-26 17:07:41,123,51
173,881051604,6.00,2023-02-10 11:31:15,2023-02-10 12:09:15,269,254
174,881052381,11.00,2023-02-12 12:39:10,2023-02-12 12:39:10,3,288
175,881052381,9.00,2023-03-07 06:34:02,2023-03-07 06:34:02,34,203
176,881052381,8.00,2024-03-25 17:44:16,2024-03-25 18:37:16,44,286
177,881052381,8.00,2023-09-19 17:34:31,2023-09-19 18:14:31,113,253
178,881052381,8.00,2023-01-20 16:34:59,2023-01-20 16:41:59,178,217
179,881052381,6.00,2023-12-14 11:35:02,2023-12-14 11:53:02,188,287
180,881052381,8.00,2024-01-18 15:38:33,2024-01-18 16:22:33,292,94
181,881052381,5.00,2023-04-03 12:59:43,2023-04-03 13:57:43,297,109
182,881052562,4.00,2023-12-20 15:49:30,2023-12-20 15:56:30,37,282
183,881052562,6.00,2023-08-08 13:39:06,2023-08-08 13:45:06,201,165
184,881052562,6.00,2024-01-21 18:49:49,2024-01-21 19:06:49,270,210
185,881052562,8.00,2023-11-25 11:46:35,2023-11-25 11:55:35,298,198
186,881052896,7.00,2024-02-07 09:45:04,2024-02-07 10:38:04,195,100
187,881052896,8.00,2024-02-28 11:53:43,2024-02-28 12:32:43,207,222
188,881053976,5.00,2023-10-15 15:33:58,2023-10-15 15:42:58,126,52
189,881053976,9.00,2024-01-25 17:37:43,2024-01-25 17:44:43,270,99
190,881054579,4.00,2023-12-31 20:55:39,2023-12-31 20:58:39,5,241
191,881054579,12.00,2023-09-26 19:37:14,2023-09-26 20:05:14,46,22
192,881054579,3.00,2023-11-06 16:40:50,2023-11-06 16:53:50,118,261
193,881054579,7.00,2023-07-17 07:54:54,2023-07-17 08:33:54,218,226
194,881054579,8.00,2023-07-29 18:58:43,2023-07-29 19:27:43,248,182
195,881054579,4.00,2024-01-23 06:39:13,2024-01-23 07:22:13,304,262
196,881055813,3.00,2023-10-18 17:55:36,2023-10-18 18:21:36,53,54
197,881055813,5.00,2023-09-13 17:52:39,2023-09-13 18:35:39,57,295
198,881055813,2.00,2023-10-24 22:37:06,2023-10-24 23:12:06,88,255
199,881055813,8.00,2023-10-17 21:34:25,2023-10-17 22:22:25,94,203
200,881055960,6.00,2023-07-03 21:31:41,2023-07-03 21:44:41,6,21
201,881055960,8.00,2023-06-01 16:33:26,2023-06-01 17:26:26,58,180
202,881055960,4.00,2023-10-05 15:34:56,2023-10-05 16:14:56,72,166
203,881055960,10.00,2023-07-31 15:51:31,2023-07-31 16:43:31,82,238
204,881055960,7.00,2023-02-04 07:45:04,2023-02-04 08:01:04,243,306
205,881056850,3.00,2023-10-18 14:30:50,2023-10-18 14:43:50,33,81
206,881056850,3.00,2023-10-09 09:54:31,2023-10-09 10:07:31,259,118
207,881056876,5.00,2023-01-31 06:42:06,2023-01-31 07:29:06,36,27
208,881056876,10.00,2023-10-25 08:30:13,2023-10-25 09:09:13,153,142
209,881056876,6.00,2024-02-01 13:53:11,2024-02-01 14:08:11,235,286
210,881058980,7.00,2023-12-22 17:58:45,2023-12-22 18:07:45,195,40
211,881058980,9.00,2023-09-04 21:43:22,2023-09-04 22:16:22,227,228
212,881062343,6.00,2023-07-10 17:39:31,2023-07-10 18:33:31,93,118
213,881062343,6.00,2023-12-30 14:52:30,2023-12-30 15:04:30,108,153
214,881062343,9.00,2023-03-26 22:53:28,2023-03-26 23:43:28,174,300
215,881062343,7.00,2024-03-21 07:40:21,2024-03-21 08:26:21,245,28
216,881062343,5.00,2023-02-02 07:54:35,2023-02-02 08:06:35,260,26
217,881063198,10.00,2024-02-14 22:33:30,2024-02-14 23:09:30,46,286
218,881063198,9.00,2023-04-09 22:39:26,2023-04-09 23:33:26,74,265
219,881063198,4.00,2024-02-08 11:49:53,2024-02-08 12:11:53,116,186
220,881063198,10.00,2023-12-20 18:56:12,2023-12-20 18:57:12,297,275
221,881066339,4.00,2023-03-11 15:38:12,2023-03-11 16:18:12,7,120
222,881066339,13.00,2024-02-03 08:48:13,2024-02-03 08:58:13,142,110
223,881066339,8.00,2024-02-12 14:35:55,2024-02-12 15:32:55,158,231
224,881066339,11.00,2023-07-09 09:56:04,2023-07-09 10:37:04,168,49
225,881066339,8.00,2023-01-17 07:40:03,2023-01-17 07:57:03,178,164
226,881067150,5.00,2023-03-23 16:35:34,2023-03-23 17:01:34,81,179
227,881067150,4.00,2023-10-29 09:38:21,2023-10-29 10:19:21,160,195
228,881067150,8.00,2023-08-26 06:35:54,2023-08-26 06:59:54,246,18
229,881067531,8.00,2023-10-08 14:39:57,2023-10-08 15:20:57,16,264
230,881067531,7.00,2023-09-22 09:39:28,2023-09-22 10:28:28,43,253
231,881067531,6.00,2023-05-09 09:44:14,2023-05-09 10:21:14,52,60
232,881067531,7.00,2023-12-04 11:36:04,2023-12-04 12:01:04,195,104
233,881067858,11.00,2023-08-09 22:39:58,2023-08-09 23:06:58,80,171
234,881067858,3.00,2024-01-01 18:59:49,2024-01-01 19:15:49,163,36
235,881067858,3.00,2023-08-13 15:42:29,2023-08-13 16:29:29,275,192
236,881067935,7.00,2023-08-07 18:43:11,2023-08-07 18:58:11,113,240
237,881070739,5.00,2024-01-21 08:53:49,2024-01-21 09:06:49,116,201
238,881070739,5.00,2023-10-09 19:36:32,2023-10-09 19:49:32,202,182
239,881070739,7.00,2024-01-24 11:57:35,2024-01-24 12:13:35,229,244
240,881070953,6.00,2023-03-12 19:50:04,2023-03-12 19:52:04,68,106
241,881070953,7.00,2023-07-26 17:54:59,2023-07-26 18:04:59,91,9
242,881070953,7.00,2023-06-10 15:31:24,2023-06-10 15:58:24,114,125
243,881070953,3.00,2024-01-23 11:31:18,2024-01-23 11:54:18,212,200
244,881070953,10.00,2024-01-11 22:36:06,2024-01-11 23:09:06,227,120
245,881070953,5.00,2023-04-05 07:43:02,2023-04-05 07:45:02,266,147
246,881071005,6.00,2023-06-20 16:56:15,2023-06-20 17:06:15,8,298
247,881071005,8.00,2023-03-03 07:36:09,2023-03-03 07:41:09,91,139
248,881071005,4.00,2023-09-04 15:47:31,2023-09-04 16:38:31,210,293
249,881071005,4.00,2023-08-28 14:37:45,2023-08-28 15:23:45,275,112
250,881071005,6.00,2023-06-04 20:36:06,2023-06-04 21:01:06,303,86
251,881072337,4.00,2024-02-24 14:30:21,2024-02-24 15:08:21,233,205
252,881072337,6.00,2024-02-16 20:47:05,2024-02-16 20:48:05,251,84
253,881072691,4.00,2024-02-10 18:54:29,2024-02-10 19:50:29,59,283
254,881072691,7.00,2024-01-13 13:36:10,2024-01-13 14:06:10,91,208
255,881072691,5.00,2023-09-01 20:43:38,2023-09-01 20:48:38,96,213
256,881072691,8.00,2024-01-26 12:46:19,2024-01-26 12:55:19,111,152
257,881072691,9.00,2023-09-11 11:36:55,2023-09-11 12:07:55,177,49
258,881072691,7.00,2024-02-24 06:45:48,2024-02-24 07:17:48,227,87
259,881072691,7.00,2023-07-10 22:30:09,2023-07-10 22:41:09,247,9
260,881076264,7.00,2023-07-01 07:38:12,2023-07-01 08:19:12,120,159
261,881076264,5.00,2023-02-02 08:51:14,2023-02-02 09:32:14,121,91
262,881076264,5.00,2023-09-15 07:57:29,2023-09-15 08:36:29,158,269
263,881076264,7.00,2023-02-25 08:40:37,2023-02-25 09:18:37,200,288
264,881076264,3.00,2023-10-03 22:34:02,2023-10-03 23:33:02,255,72
265,881076264,8.00,2023-06-11 22:30:53,2023-06-11 22:34:53,302,140
266,881077564,6.00,2023-08-25 19:59:36,2023-08-25 20:41:36,59,237
267,881077564,3.00,2023-09-19 13:45:20,2023-09-19 14:36:20,62,25
268,881077564,2.00,2023-09-06 07:55:27,2023-09-06 08:40:27,131,99
269,881077564,9.00,2023-05-15 17:35:42,2023-05-15 17:54:42,142,205
270,881077564,8.00,2023-04-10 08:38:07,2023-04-10 09:36:07,146,133
271,881077564,9.00,2023-03-17 21:31:21,2023-03-17 21:44:21,240,107
272,881079961,13.00,2023-09-14 07:46:40,2023-09-14 08:43:40,92,197
273,881079961,6.00,2023-04-02 20:48:21,2023-04-02 21:40:21,127,165
274,881079961,7.00,2023-11-01 08:40:09,2023-11-01 09:07:09,140,226
275,881079961,9.00,2023-01-20 19:51:02,2023-01-20 20:32:02,164,123
276,881079961,10.00,2023-02-19 14:43:55,2023-02-19 15:20:55,209,64
277,881079961,6.00,2024-02-21 13:43:21,2024-02-21 14:22:21,292,43
278,881081513,2.00,2023-03-28 06:40:43,2023-03-28 06:51:43,32,200
279,881081513,9.00,2023-03-06 16:50:51,2023-03-06 17:45:51,91,75
280,881081513,6.00,2023-11-18 21:46:03,2023-11-18 21:57:03,160,84
281,881081513,6.00,2023-07-23 12:43:51,2023-07-23 13:40:51,297,236
282,881083822,7.00,2023-02-28 21:39:53,2023-02-28 22:16:53,31,37
283,881083822,11.00,2024-01-29 06:37:25,2024-01-29 07:23:25,121,171
284,881083822,9.00,2023-09-07 11:49:21,2023-09-07 12:45:21,135,276
285,881083822,5.00,2024-01-27 18:54:57,2024-01-27 19:11:57,155,139
286,881083822,8.00,2023-11-21 17:54:53,2023-11-21 18:33:53,298,178
287,881084588,9.00,2023-05-23 15:52:42,2023-05-23 16:24:42,4,296
288,881084588,8.00,2023-06-10 14:39:23,2023-06-10 15:03:23,157,209
289,881084588,13.00,2023-03-15 12:54:20,2023-03-15 13:40:20,274,191
290,881084588,7.00,2024-02-02 13:57:57,2024-02-02 14:27:57,295,302
291,881087966,5.00,2023-02-12 11:37:08,2023-02-12 11:55:08,48,55
292,881087966,7.00,2023-02-05 21:55:39,2023-02-05 22:38:39,50,304
293,881087966,9.00,2023-09-24 18:50:52,2023-09-24 19:43:52,125,111
294,881087966,8.00,2023-01-23 14:55:38,2023-01-23 15:45:38,221,34
295,881087966,5.00,2023-06-12 06:41:17,2023-06-12 07:33:17,239,68
296,881087966,7.00,2023-03-02 19:58:51,2023-03-02 20:43:51,246,14
297,881087966,5.00,2023-06-17 11:37:13,2023-06-17 11:40:13,270,260
298,881087966,4.00,2023-10-01 06:35:27,2023-10-01 06:51:27,282,103
299,881089509,7.00,2024-01-24 18:47:04,2024-01-24 19:08:04,56,90
300,881089509,10.00,2023-03-05 06:44:35,2023-03-05 07:10:35,212,170
301,881089509,9.00,2023-01-08 17:43:50,2023-01-08 18:36:50,217,51
302,881089509,10.00,2023-03-25 22:46:24,2023-03-25 22:57:24,303,265
303,881089657,5.00,2023-11-26 14:56:44,2023-11-26 15:29:44,66,87
304,881089657,2.00,2023-08-13 08:44:08,2023-08-13 09:16:08,82,138
305,881089657,11.00,2023-07-24 06:46:39,2023-07-24 07:17:39,189,276
306,881089657,10.00,2023-05-16 16:58:42,2023-05-16 17:31:42,224,275
307,881089657,7.00,2023-11-20 11:45:02,2023-11-20 12:26:02,252,272
308,881089657,6.00,2023-09-22 12:43:11,2023-09-22 12:43:11,282,229
309,881090783,3.00,2023-11-03 21:57:00,2023-11-03 21:58:00,76,247
310,881090783,10.00,2023-02-21 07:50:37,2023-02-21 08:06:37,286,300
311,881090783,7.00,2023-05-20 17:48:39,2023-05-20 17:53:39,295,301
312,881090783,7.00,2023-03-27 22:51:12,2023-03-27 23:06:12,303,277
313,881091733,7.00,2023-04-26 10:48:17,2023-04-26 10:52:17,204,261
314,881091733,8.00,2024-01-14 14:42:53,2024-01-14 15:24:53,238,271
315,881092108,9.00,2024-03-15 10:42:40,2024-03-15 11:38:40,77,106
316,881092108,2.00,2024-03-22 09:34:23,2024-03-22 10:15:23,298,99
317,881092147,8.00,2024-03-23 17:39:31,2024-03-23 18:23:31,8,112
318,881092147,4.00,2023-12-21 22:30:56,2023-12-21 22:48:56,25,199
319,881092147,6.00,2024-02-06 12:31:18,2024-02-06 13:05:18,72,139
320,881092147,8.00,2023-03-06 18:54:19,2023-03-06 19:23:19,94,134
321,881092147,9.00,2023-09-23 06:57:34,2023-09-23 07:54:34,162,242
322,881092147,3.00,2023-11-26 17:48:44,2023-11-26 18:05:44,211,27
323,881092147,8.00,2024-03-25 09:46:09,2024-03-25 10:17:09,258,276
324,881092193,7.00,2023-11-12 11:32:02,2023-11-12 11:42:02,49,73
325,881092193,9.00,2023-07-21 16:31:16,2023-07-21 16:31:16,66,131
326,881092193,8.00,2023-06-10 22:32:53,2023-06-10 23:04:53,189,109
327,881092193,5.00,2023-04-17 10:53:13,2023-04-17 11:17:13,242,85
328,881092193,4.00,2024-01-28 17:53:31,2024-01-28 18:24:31,248,137
329,881093222,7.00,2023-08-11 18:58:44,2023-08-11 19:09:44,137,39
330,881093222,7.00,2023-12-22 16:50:30,2023-12-22 17:19:30,169,77
331,881093222,5.00,2023-01-22 08:32:41,2023-01-22 09:05:41,217,22
332,881095727,9.00,2023-11-15 08:58:27,2023-11-15 09:09:27,163,180
333,881096682,9.00,2023-11-27 21:31:11,2023-11-27 21:55:11,19,32
334,881096682,5.00,2023-08-28 06:39:15,2023-08-28 06:40:15,47,279
335,881096682,9.00,2023-08-12 17:45:10,2023-08-12 17:56:10,287,190
336,881098512,4.00,2024-03-12 09:31:35,2024-03-12 09:32:35,12,26
337,881098512,8.00,2023-12-31 06:55:23,2023-12-31 07:15:23,152,301
338,881098512,5.00,2023-01-03 06:30:21,2023-01-03 06:35:21,165,177
339,881098796,10.00,2023-01-13 15:56:42,2023-01-13 16:41:42,28,253
340,881098796,5.00,2023-03-19 13:53:34,2023-03-19 14:11:34,42,254
341,881098796,7.00,2023-03-26 20:39:40,2023-03-26 20:50:40,209,30
342,881098796,4.00,2023-12-14 07:47:45,2023-12-14 08:35:45,243,293
343,881098796,6.00,2023-05-13 19:56:49,2023-05-13 20:23:49,257,260
344,881098796,9.00,2023-12-20 22:58:29,2023-12-20 23:26:29,275,202
345,881099444,9.00,2023-07-31 09:42:04,2023-07-31 09:51:04,48,286
346,881099444,5.00,2023-02-05 14:50:36,2023-02-05 15:07:36,87,273
347,881099444,8.00,2023-09-22 16:55:42,2023-09-22 17:18:42,133,36
348,881099444,4.00,2024-01-26 09:35:17,2024-01-26 09:43:17,215,166
