code,money,create_time
881477921,461.18,2022-12-10 17:17:52
888858040,235.3,2020-09-12 22:38:31
886244852,114.31,2021-12-12 09:48:44
882300224,766.03,2023-11-08 15:23:27
882523847,468.27,2022-12-26 20:55:56
887995123,520.49,2022-12-22 20:56:25
882407926,984.85,2022-01-14 12:15:05
889243114,124.77,2023-02-17 08:12:43
881680816,24.7,2022-12-29 08:33:59
889508564,518.91,2023-02-02 20:44:42
887391605,680.93,2020-03-02 21:44:36
887957307,439.06,2020-09-13 06:40:17
885688921,131.74,2021-12-31 08:40:06
888515709,280.39,2023-11-20 12:59:07
887917737,376.28,2020-09-18 13:18:37
887328614,417.68,2021-11-18 16:56:00
884594266,987.06,2020-01-01 17:35:33
881347937,192.91,2024-03-03 09:42:21
888452423,82.28,2020-08-25 11:21:51
881509429,537.83,2022-03-08 15:39:48
882354264,170.75,2020-10-13 11:31:09
887669125,501.55,2020-06-29 14:27:18
883089059,387.91,2024-01-29 18:25:30
882220205,227.98,2020-11-05 12:40:15
884026902,161.52,2022-09-07 19:12:38
881943020,245.05,2021-07-17 08:47:40
887559798,496.34,2023-03-03 18:05:10
882124713,54.92,2022-05-15 11:51:47
884420891,648.63,2020-09-17 15:25:54
886140676,211.7,2023-05-16 08:57:03
881769608,551.16,2022-07-05 21:47:22
889458223,369.73,2023-07-23 18:42:38
886923683,868.06,2021-05-25 17:54:14
885226387,404.86,2020-09-16 22:02:22
889472754,595.56,2023-08-23 11:56:37
884278105,73.93,2022-11-08 07:00:21
882675269,623.95,2024-02-27 17:26:13
884212720,825.75,2023-08-27 11:34:58
881003706,121.51,2020-08-15 13:14:23
882278143,842.96,2022-02-23 09:49:35
885216156,567.38,2020-06-19 09:19:59
888396669,261.98,2022-06-16 14:42:48
884638233,969.25,2021-03-01 22:04:02
882549398,843.09,2022-10-04 20:04:48
882229030,386.28,2020-02-08 21:58:01
889462374,966.44,2021-05-13 20:10:05
883700474,125.25,2023-04-24 11:41:12
882348385,340.7,2021-09-04 06:55:07
885994412,808.29,2022-07-01 09:54:44
884596514,546.56,2023-09-13 16:55:06
887911337,437.13,2020-06-19 15:40:04
883501899,105.74,2023-06-03 22:36:27
887795814,405.72,2022-01-10 13:34:59
881373280,56.62,2023-08-12 10:59:32
883938659,856.19,2021-12-24 16:49:43
889218805,320.96,2022-02-13 19:00:55
881014818,35.48,2024-02-11 23:55:42
884685833,826.62,2021-04-08 10:44:58
886755831,739.12,2023-06-09 12:46:21
883643316,611.71,2021-02-17 19:21:11
889153831,58.69,2020-06-19 08:33:22
886294182,986.66,2022-08-24 07:19:13
884889202,108.51,2020-12-07 10:53:11
886626526,694.81,2021-01-15 22:46:04
889710379,636.16,2022-05-21 13:00:02
881090783,873.78,2020-09-17 11:55:52
883503913,187.08,2022-11-14 06:32:49
889745885,74.73,2022-02-15 09:12:34
883618944,983.99,2020-10-14 08:49:57
886015258,181.93,2022-04-12 15:11:47
887585758,40.57,2023-09-07 09:48:13
888910035,699.57,2022-06-30 14:20:50
884030652,664.08,2024-01-21 09:38:41
888250104,896.22,2021-10-27 17:42:29
882640843,770.83,2020-06-25 21:55:34
886012318,939.19,2022-03-18 08:06:22
886646843,327.64,2021-05-19 16:05:26
883967556,489.94,2021-10-08 23:58:33
888478073,231.83,2020-11-06 23:30:46
882683172,602.39,2023-03-04 06:02:44
889676776,448.12,2021-05-15 21:22:35
882675457,331.98,2022-04-08 22:52:56
889308493,67.56,2022-10-06 17:21:04
883187164,256.01,2023-06-17 11:53:30
887074720,264.24,2021-03-02 06:09:14
883147167,658.15,2023-06-16 16:18:59
887605941,970.12,2021-12-20 16:02:17
888606646,255.85,2020-10-28 22:41:35
881156355,697.37,2024-02-29 07:50:59
884232304,445.87,2021-01-20 21:10:31
882234422,50.79,2024-03-20 11:45:13
884175061,161.51,2021-05-10 13:43:33
885701041,510.35,2021-01-07 15:42:37
888567717,823.69,2022-11-13 13:51:57
889716337,73.79,2021-05-17 22:38:07
886197311,293.58,2022-11-13 12:49:18
888277175,762.69,2023-03-30 14:10:18
882531471,575.41,2020-03-16 23:15:56
883931965,541.71,2022-03-31 14:47:12
883726368,660.84,2021-01-24 21:34:08
883012435,425.11,2023-09-08 18:43:22
888805388,622.82,2020-07-19 11:56:20
885752035,599.53,2021-11-08 23:37:18
885922462,921.22,2023-07-26 19:23:35
889074871,269.84,2023-08-16 07:48:24
884101035,900.15,2022-09-30 18:39:46
888189594,977.93,2024-02-14 17:06:01
881904527,905.16,2023-11-14 10:52:05
887723878,880.83,2023-12-19 10:25:44
883087288,402.08,2022-08-03 12:50:08
889231716,820.66,2020-08-29 11:28:14
884289044,159.39,2020-05-24 21:03:46
887905390,535.53,2021-01-29 13:54:54
881587549,552.87,2023-06-23 23:32:40
885843015,24.39,2023-03-02 17:08:47
882257248,342.06,2020-07-16 09:16:01
884006608,134.05,2024-01-19 16:47:40
883706296,145.55,2020-07-24 09:36:05
886280105,829.69,2023-11-06 12:20:55
882007687,400.11,2020-05-07 20:52:17
886074633,730.28,2022-01-13 14:25:42
887160227,280.77,2024-03-09 15:10:56
889956838,933.98,2022-04-22 22:18:09
883959557,830.46,2024-01-28 15:00:23
883495944,799.13,2023-02-19 10:40:16
889303911,339.23,2020-12-03 06:23:53
884147235,851.15,2023-03-08 20:26:12
883563060,423.84,2021-11-01 09:59:15
889935707,961.52,2021-06-13 22:17:10
889284391,347.5,2020-07-26 07:04:49
883074992,696.34,2021-09-11 08:50:29
883857677,192.24,2022-04-21 14:10:42
885533424,963.58,2023-07-19 12:06:36
887337945,535.49,2020-11-17 06:46:15
883131889,791,2020-07-09 14:08:24
882381964,428.8,2022-12-25 18:53:54
881734518,373.3,2021-08-20 10:44:16
887376095,126.12,2021-01-11 06:06:25
888970997,768.5,2022-03-31 19:06:40
883380671,152.73,2020-05-19 17:44:22
889057335,402.13,2020-07-15 08:03:28
888152479,70.97,2022-11-11 14:54:33
881106867,935,2020-03-30 22:29:35
884700856,969.97,2020-05-12 23:12:58
881813383,796.39,2023-06-30 23:08:07
885427209,685.66,2020-12-30 16:01:07
883963969,103.78,2022-05-12 08:53:22
886235705,116.89,2022-10-27 16:26:24
888782397,764.07,2021-07-31 23:36:28
884598088,772.05,2020-10-18 17:58:53
883136478,913.6,2020-12-02 11:53:48
885692771,102.46,2022-06-17 16:56:24
883894647,962.98,2021-11-02 10:40:52
887428219,846.7,2023-09-24 12:23:18
884623276,787.08,2023-06-22 11:50:23
887659202,482.25,2022-04-18 19:31:16
887240276,360.25,2023-04-29 14:34:16
883903563,95.84,2023-05-29 13:51:08
882056775,102.23,2022-06-25 17:51:49
881342157,870.18,2023-07-27 08:54:57
884599420,377.88,2023-04-07 21:55:34
883683960,119.94,2022-01-10 06:59:31
886553369,846.28,2020-10-12 23:58:41
882250856,112.75,2020-11-30 06:02:53
882521334,615.87,2022-01-28 08:38:41
888688992,16.51,2023-12-07 15:52:58
886468903,463.98,2023-12-08 12:20:50
887596297,921.42,2024-02-22 14:04:45
884314155,269.75,2022-09-03 21:05:52
884646072,754.36,2022-10-19 08:35:37
882806081,151.87,2023-07-25 07:21:46
887905454,50.72,2023-08-09 23:50:21
883103048,804.12,2023-05-10 19:59:41
882993346,272.24,2020-07-28 10:36:50
881735949,522.35,2023-01-21 18:30:40
886243461,414.55,2020-04-01 20:35:46
882603777,686.34,2023-06-26 10:51:33
889701099,333.15,2024-03-20 11:00:54
888488342,303.19,2024-03-16 14:27:36
889455329,958.22,2023-10-30 12:32:18
884688745,854.16,2022-08-30 13:18:03
888559650,757.45,2022-06-08 08:19:58
886768148,802.07,2022-06-17 10:52:43
885781790,387.51,2020-11-19 14:26:22
886059172,569.77,2021-12-29 22:34:03
884439097,394.24,2023-03-03 09:01:56
886312506,691.71,2022-08-04 16:07:43
889504702,919.94,2020-07-18 19:56:24
884859697,681.4,2023-04-26 06:37:44
886524521,621.89,2024-03-03 13:03:35
888277779,301.18,2023-12-14 16:01:13
883519846,347.61,2021-06-09 09:29:32
881350318,531.49,2020-08-14 07:55:47
883886426,101.67,2022-05-10 16:01:43
887323433,624.19,2022-07-03 08:26:05
887289617,514.96,2021-03-27 08:01:26
885415187,129.24,2022-11-04 17:11:09
884783136,991.81,2022-11-24 12:37:05
885448869,262.81,2024-01-22 17:08:21
887532847,308.51,2022-10-16 22:24:29
884739067,646.4,2020-03-12 13:52:35
886591755,189.02,2021-03-19 14:48:37
887275377,296.84,2022-01-28 21:28:35
881397399,317.3,2022-07-02 12:49:57
881336816,187.52,2021-04-26 12:30:02
882971301,341.68,2022-09-30 16:28:11
889620412,778.16,2020-04-15 18:31:57
881384039,872.17,2023-02-06 14:30:03
884904080,700.01,2020-09-12 15:30:06
887465825,201.51,2021-09-07 12:39:47
885470807,66.64,2021-11-23 15:06:04
883399489,732.02,2020-10-24 14:32:21
885966419,342.16,2020-04-22 10:58:32
885346935,423.71,2021-10-13 12:13:20
881728205,826.66,2021-10-05 06:08:58
884831567,272.25,2022-01-03 18:01:38
883347044,458.45,2024-03-06 22:35:13
883225736,509.26,2022-12-31 14:30:20
889652216,173.98,2021-03-01 22:14:59
882638279,853.1,2022-10-19 09:03:38
881155759,541.44,2024-03-01 18:52:02
881793597,849.75,2021-09-11 16:40:37
882783421,273.77,2023-12-26 11:19:47
886294513,296.18,2022-09-23 08:49:02
885672444,685.73,2020-11-11 12:53:13
887254858,931.13,2022-05-10 11:51:48
883669297,858.86,2021-03-03 10:54:10
885113375,77.58,2022-10-23 14:23:00
885095147,115.64,2023-01-24 10:54:28
887574172,277.33,2020-07-31 09:32:34
885902059,17.33,2023-02-12 18:18:34
884303450,829.43,2022-05-22 10:19:52
887533564,489.96,2023-03-12 07:32:48
881011031,789.62,2023-09-22 07:09:05
882606129,528.59,2021-12-13 23:12:43
883577613,613.75,2020-08-13 08:54:40
889960086,413.26,2020-07-08 23:26:51
883291741,181.59,2020-11-19 18:25:47
885105685,648.81,2021-08-25 15:22:47
887627270,434.76,2021-07-01 10:58:00
888252419,958.48,2022-06-01 10:45:08
883661357,858.59,2023-07-27 22:19:46
881990688,566.69,2023-06-22 22:38:42
885575510,115.49,2021-06-28 10:39:24
884178052,115.54,2022-09-15 21:16:42
886888120,80.29,2020-10-07 07:48:20
882049856,112.54,2023-05-31 19:38:27
889855371,779.26,2022-06-18 13:20:13
883675055,916.81,2020-07-21 16:49:17
882109608,634.12,2022-09-02 19:18:10
889387593,297.17,2021-03-03 18:30:40
882512892,707.61,2020-05-05 06:59:42
885973664,755.17,2020-02-25 11:41:54
887768284,861.53,2023-07-15 14:17:09
881364213,297.76,2023-02-28 19:31:55
888232225,369.39,2022-03-16 23:34:44
884001190,384.14,2022-05-19 13:26:33
889623196,316,2021-08-14 14:53:12
889127675,773.2,2022-10-24 09:36:28
887686953,320.42,2023-11-28 06:50:34
886106208,725.42,2023-04-21 10:39:05
881330154,181.13,2023-06-02 10:55:11
888714468,915.76,2022-09-03 20:54:15
883959646,858.85,2023-06-04 11:06:53
884123807,942.9,2022-02-16 21:18:03
886511719,880.19,2023-06-24 10:36:39
885657341,912.16,2022-02-28 18:16:52
883151033,336.2,2021-06-11 09:15:10
888985996,798.62,2020-05-03 08:00:24
883245621,567.6,2021-07-18 10:51:58
884697618,771.92,2024-03-16 20:05:14
885934004,487.79,2024-02-12 23:02:16
886167873,329.61,2022-11-14 23:04:58
887243350,157.48,2022-10-30 15:22:07
886092710,319.79,2022-02-17 13:34:05
883219359,163.76,2021-06-13 10:46:48
884313868,480.26,2023-10-06 13:16:41
886441095,970.97,2023-04-26 07:08:45
882783803,394.58,2020-06-25 12:24:14
887595135,574.6,2024-03-02 22:02:50
885640286,844.62,2021-05-11 23:11:16
887369769,345.2,2023-12-24 16:35:54
881852851,494.57,2022-08-07 21:23:17
887200486,30.72,2021-11-25 14:42:05
886378917,906.29,2023-02-06 23:09:56
882694633,480.46,2022-09-22 18:57:59
883457502,359.6,2022-01-14 07:18:11
889423321,501.17,2020-07-25 11:01:30
888591217,221.93,2022-12-28 15:17:41
883756116,485.37,2020-09-04 16:12:20
883037481,818.16,2023-01-02 21:12:43
889910562,388.92,2022-09-16 12:41:00
887012700,839.61,2021-03-14 23:09:47
886684428,244.75,2023-08-29 23:15:37
885150723,681.22,2021-09-05 21:33:46
883394250,777.89,2023-08-20 14:35:17
887121512,66.46,2023-11-04 11:33:28
888228372,634.98,2021-06-30 22:00:10
884543733,379.38,2020-01-18 22:43:36
889888833,492.32,2020-12-28 08:12:10
886645265,932.54,2020-01-12 10:49:00
882447206,299.97,2021-04-08 14:56:09
888966961,219.55,2020-09-15 19:08:25
886572314,348.82,2020-03-30 08:44:10
884086458,325.98,2022-01-14 18:42:19
889351693,314.38,2020-02-17 19:54:57
884246998,264.36,2022-09-03 06:37:23
889315937,988.38,2020-04-30 13:04:45
886474347,677.08,2023-04-28 21:42:42
883875009,292.74,2020-03-16 19:03:41
889696786,523.79,2023-07-24 15:04:47
887862369,355.21,2021-08-18 19:48:11
882860434,974.81,2024-02-04 08:07:23
886207400,785.74,2021-02-19 08:45:22
884044684,72.35,2020-09-13 06:19:47
886752798,51.12,2020-01-18 18:13:11
887113982,504.63,2020-03-06 14:36:44
883034110,702.13,2022-11-23 14:16:56
889299558,754.27,2021-03-22 13:43:13
888817221,101.54,2024-03-21 09:44:52
883025666,878.6,2023-04-30 07:06:36
884852254,491.78,2023-10-12 15:24:06
889536902,547.61,2020-10-26 09:30:05
882582176,252.51,2021-01-27 06:58:18
883017817,798.73,2021-05-09 09:26:21
888074082,74.17,2022-10-04 07:07:19
885162006,808.14,2024-01-29 20:13:25
887980745,841.42,2023-08-17 09:48:16
882981140,535.52,2023-02-16 18:11:22
884469797,643.96,2020-12-20 12:07:04
885808417,301.11,2020-07-11 14:36:43
884731379,530.69,2021-10-26 11:10:50
887228281,171.17,2022-09-11 15:56:44
886080518,931.63,2023-02-28 19:32:26
881225383,620.24,2022-08-11 16:00:26
887579365,974.76,2023-09-16 09:06:11
888000332,28.19,2021-04-07 08:45:45
887692072,479.55,2022-05-20 19:41:38
884476034,672.44,2023-06-29 20:25:26
886486705,240.16,2023-07-06 17:43:51
885437622,812.52,2023-02-17 17:32:48
882086571,74.39,2022-01-11 13:27:49
882557831,601.94,2020-04-30 15:33:37
887244812,304.34,2022-03-06 20:44:01
883424949,616.72,2021-07-14 16:52:55
884113828,253.15,2021-10-22 16:07:35
882592031,535.82,2021-11-04 10:54:35
881495464,680.46,2020-04-05 11:56:30
881043089,821.23,2022-01-16 07:14:50
883450666,107.15,2023-12-31 20:59:41
882691851,36.55,2022-01-02 12:39:11
881642332,456.85,2021-12-17 07:58:46
889942747,303.91,2022-04-13 10:30:18
887926576,557.59,2023-04-25 12:53:14
881998413,403.06,2022-09-10 23:20:17
889661841,17.34,2023-07-19 12:43:18
882325085,832.27,2020-09-02 20:56:01
887585901,669.11,2020-07-05 16:11:43
888968425,386.82,2021-08-30 15:09:33
883341230,704.88,2022-11-28 12:38:16
883882935,185.63,2022-09-11 06:08:07
881467462,674.67,2021-09-27 22:21:58
882810750,981.62,2022-01-04 11:35:17
881519502,719.09,2021-03-01 10:08:25
883500814,277.44,2023-12-30 18:09:12
885507195,399.26,2022-04-02 17:01:28
883830478,362.45,2021-12-08 18:14:01
883442309,259.25,2022-02-23 16:43:36
888687244,728.57,2023-07-18 10:23:37
888293726,303.72,2020-07-06 16:36:12
884599314,825.82,2024-02-26 19:53:43
889939592,627.92,2024-03-01 21:00:35
881338331,600.81,2023-06-02 09:17:22
881299179,979.5,2020-03-05 08:03:20
882905024,586.04,2022-05-14 07:29:51
889664958,324.71,2022-02-04 09:08:33
883982451,762.16,2023-05-24 08:45:12
882299843,873.58,2020-12-25 20:31:30
886282027,800.06,2023-07-08 13:28:12
883672679,983.69,2021-05-13 11:00:17
883262327,531.11,2023-04-16 12:07:25
888670623,916.03,2022-07-10 06:49:34
889253744,939.38,2021-12-05 09:33:24
885485614,60.14,2020-05-20 18:37:29
883367512,128.63,2021-09-03 21:16:16
888596826,143.42,2023-09-01 10:17:23
884743951,732.8,2022-01-21 17:58:29
889892971,673.19,2024-03-10 08:04:14
884045867,545.09,2020-08-23 14:01:50
886729883,354.96,2022-07-09 12:48:59
887468908,719.51,2021-03-08 18:13:30
889854111,853.56,2022-08-23 17:54:58
881498757,412.35,2021-12-03 23:06:32
888371467,140.94,2021-06-27 09:56:56
881021396,545.55,2023-12-02 21:22:29
883952482,542.25,2021-09-17 08:28:57
885564082,308.7,2023-05-11 14:54:24
882780878,742.73,2021-10-15 21:32:14
887205297,720.17,2022-12-20 20:11:59
888383315,105.54,2020-03-11 14:27:26
885539859,208.51,2020-04-29 13:28:54
885596567,657.8,2023-11-22 19:19:05
887445520,785.72,2021-05-16 19:51:31
881734255,454.95,2020-11-08 11:02:09
887246515,503.69,2020-11-11 23:13:35
883561145,758.81,2020-12-14 18:53:36
881129852,855.94,2020-08-15 15:04:28
888438099,172.71,2022-04-29 07:02:43
888803844,22.13,2022-05-05 17:42:08
887864540,838.94,2020-02-24 20:48:48
882494345,491.72,2023-10-24 19:18:34
888132529,608.75,2022-08-10 06:02:27
882521897,519.54,2022-02-05 16:41:35
884699786,569.66,2020-10-31 13:01:59
888106856,724.08,2024-03-19 21:38:21
887643841,870.57,2020-07-23 07:57:26
882287424,587.95,2020-03-27 23:55:48
887091398,369.91,2020-11-16 13:38:17
881408858,523.55,2023-10-15 21:36:07
884831027,792.41,2020-06-18 15:21:15
884905445,933.13,2021-11-16 12:58:19
886371354,163.16,2023-03-30 23:52:21
886629771,870.04,2022-05-29 19:27:17
884329636,238.99,2020-12-25 10:16:42
888338931,401.3,2022-08-29 14:13:54
886711662,221.01,2020-06-20 06:16:03
887689718,521.95,2020-07-14 14:46:42
883548063,879.62,2021-05-10 15:01:19
887695604,791.49,2021-06-11 11:40:06
885254396,943.87,2021-05-09 14:36:50
888468912,454.3,2022-10-12 09:56:28
882491759,508.22,2022-03-10 18:01:37
881361235,655.99,2021-04-20 18:51:50
884724961,944.95,2020-11-10 08:56:59
884463116,782.34,2024-02-26 16:15:41
887038594,710.96,2022-12-18 21:22:19
888208559,315.91,2020-12-01 21:36:32
888912179,436.37,2022-10-03 16:20:13
887958451,328.03,2020-09-15 23:05:47
887888214,368.37,2021-09-06 07:58:24
883695153,343.84,2023-12-01 13:46:33
886029437,938.23,2023-05-25 21:25:39
883325862,377,2023-03-07 07:51:33
886087879,560.06,2022-10-12 17:10:30
885427039,752.99,2021-03-06 06:16:59
882028128,648.84,2021-11-04 12:55:05
882183574,942.08,2023-11-21 16:50:50
889495113,73.57,2020-07-12 06:21:55
881703814,927.4,2021-04-02 17:46:03
889631355,282.62,2024-02-13 07:15:17
883932238,42.28,2022-01-01 23:29:22
887047068,658.37,2023-01-18 18:57:10
882160134,221.67,2023-07-27 14:05:47
888513434,762.72,2022-10-13 22:57:28
889317005,604.53,2022-05-31 21:00:28
883812987,822.85,2020-10-15 12:28:41
889726214,530.68,2020-04-16 14:03:01
882703816,581.94,2021-09-04 06:21:38
887994871,827.82,2023-02-19 22:43:04
889101746,406.57,2021-04-14 06:55:03
885271546,727.21,2024-03-08 19:35:20
884908869,303.44,2021-03-13 23:24:24
881622288,907.42,2020-03-03 17:15:19
889314081,464.65,2022-08-23 22:02:42
883779686,945.9,2023-05-09 14:05:24
889635780,254.25,2023-01-11 11:53:52
883339410,396.71,2024-02-29 14:58:29
884666995,91.21,2021-11-09 21:31:16
882354193,24.92,2024-01-01 11:21:24
888108676,134.52,2022-12-19 08:07:55
887122343,661.66,2021-10-05 10:14:00
888869373,676.09,2024-03-03 09:30:45
881202167,562.25,2023-07-05 19:46:02
886569121,252.16,2022-11-08 14:51:57
885506797,390.2,2021-10-04 13:50:35
889130725,881.95,2023-11-08 15:00:59
884974943,43.87,2022-12-11 23:36:39
886077695,990.8,2020-01-18 12:40:04
888105159,838.33,2022-09-25 10:57:37
885897719,799.76,2020-07-24 19:56:42
887096468,652.72,2020-02-05 09:05:25
883319768,286.28,2023-04-10 22:34:42
885256243,96.81,2022-08-08 20:48:13
881869046,322.19,2020-10-10 09:27:25
883671962,133.97,2020-01-13 14:56:38
882239080,223.75,2020-09-05 11:38:13
883743948,195.96,2024-01-20 09:42:12
882995279,966.24,2024-03-01 22:11:49
886082660,106.47,2023-08-05 07:10:12
888882524,618.6,2022-02-08 17:04:02
881484964,257.72,2023-07-05 08:17:28
888887983,875.28,2022-01-05 09:00:31
889456198,375.55,2023-12-25 15:09:26
881771648,964.6,2023-10-07 15:43:09
882289775,430.35,2021-08-17 13:01:58
887822391,844.77,2021-01-19 07:19:47
884832157,976.21,2021-08-21 20:50:25
884103539,126.45,2020-06-13 13:56:14
881872957,612.01,2023-06-18 10:29:52
882374802,396.53,2022-11-25 19:06:14
884998125,498.45,2021-06-30 14:00:09
882623849,717.41,2022-12-12 18:04:30
881507563,623.02,2023-04-26 16:13:35
888370848,814.92,2024-03-16 09:28:43
881740898,785.75,2021-02-13 08:35:59
887271363,121.11,2021-12-10 18:42:14
885457262,409.2,2020-08-12 18:37:57
887761086,425.29,2023-09-07 22:26:45
887586345,903.53,2022-04-09 21:32:48
882776852,397.1,2022-09-09 14:49:39
887073873,307.51,2021-02-16 18:19:02
887116345,273.41,2020-03-12 13:30:35
881678917,417.59,2022-03-21 19:15:46
887052618,59.02,2020-12-20 11:27:42
889778172,355.15,2020-04-04 22:30:54
884318950,885.49,2023-01-16 10:21:03
882291206,670.83,2024-01-08 18:12:24
885604006,682.07,2021-11-17 18:58:37
881963967,57.77,2021-11-21 08:14:45
886622768,273.19,2021-03-02 17:44:26
881373277,780.22,2022-12-16 11:59:04
889520228,316.6,2022-04-20 17:06:59
882262028,133.13,2021-08-10 17:30:57
887919212,17.86,2021-05-22 08:34:33
884501772,323.56,2021-07-06 18:05:58
885004599,878.19,2020-04-10 09:40:06
885113574,445.44,2021-03-29 18:09:49
888753561,792.28,2021-12-05 11:42:39
885680638,160.72,2023-10-25 20:09:47
883298444,645.74,2021-09-23 19:14:48
888759742,997.02,2021-06-06 15:56:47
885719676,464.65,2024-01-06 06:15:13
888398199,156.27,2022-02-02 09:56:42
885787320,594.62,2023-04-18 15:12:49
887622110,587.83,2022-06-06 17:48:21
889954110,674.23,2021-05-29 19:48:58
883732663,169.2,2023-11-25 10:38:08
886294597,142.09,2020-07-22 09:57:15
881229353,69.1,2023-06-06 16:14:42
887974107,705.11,2023-01-19 08:22:52
888443181,117.63,2020-08-06 16:05:48
882591366,239.36,2020-04-19 17:39:23
882701972,886.84,2023-05-02 20:25:30
889897435,143.2,2020-08-03 18:06:56
887642095,245.24,2023-02-08 20:30:10
888370156,809.56,2023-11-09 11:25:55
883553701,954.28,2021-10-20 12:15:12
882331728,283.54,2022-07-19 23:01:41
887087870,465.01,2020-08-18 19:00:07
887792402,41.26,2023-09-22 17:25:27
886349725,747.85,2023-08-08 09:21:27
883754903,666.28,2023-10-01 14:34:28
884994919,18.21,2024-02-14 06:48:49
