station1,station2,price
上屋,下沙,7
上屋,世界之窗,7
上屋,东纵纪念馆,11
上屋,东角头,8
上屋,中大,5
上屋,中山公园,8
上屋,临海,8
上屋,丹竹头,7
上屋,五和,5
上屋,人民南,7
上屋,仙湖路,8
上屋,会展中心,6
上屋,会展城,9
上屋,体育中心,7
上屋,侨城东,7
上屋,侨城北,7
上屋,侨香,7
上屋,元芬,4
上屋,光明,4
上屋,光明大街,4
上屋,光雅园,6
上屋,八卦岭,6
上屋,公明广场,5
上屋,六和,10
上屋,六约,8
上屋,六约北,8
上屋,兴东,7
上屋,兴围,8
上屋,农林,7
上屋,冬瓜岭,6
上屋,凉帽山,7
上屋,凤凰城,3
上屋,前海湾,8
上屋,前湾,8
上屋,前湾公园,8
上屋,华为,6
上屋,华侨城,7
上屋,华南城,7
上屋,华强北,7
上屋,华强南,7
上屋,华强路,7
上屋,华新,7
上屋,南光,8
上屋,南坑,6
上屋,南头古城,8
上屋,南山,8
上屋,南山书城,8
上屋,南油,8
上屋,南油西,8
上屋,南约,9
上屋,南联,9
上屋,双拥街,8
上屋,双龙,9
上屋,合水口,5
上屋,吉祥,9
上屋,同乐南,7
上屋,后亭,7
上屋,后海,8
上屋,后瑞,9
上屋,向西村,7
上屋,四海,8
上屋,四联,8
上屋,回龙埔,9
上屋,园岭,7
上屋,固戍,8
上屋,国展,8
上屋,国展北,8
上屋,国展南,9
上屋,国贸,7
上屋,圳美,5
上屋,坂田,6
上屋,坂田北,6
上屋,坑梓,11
上屋,坪山,10
上屋,坪山中心,11
上屋,坪山围,10
上屋,坪山广场,10
上屋,坪洲,8
上屋,坪环,10
上屋,坳背,8
上屋,塘坑,8
上屋,塘尾,7
上屋,塘朗,6
上屋,大剧院,7
上屋,大学城,6
上屋,大新,8
上屋,大梅沙,10
上屋,大芬,7
上屋,大运,9
上屋,大运中心,9
上屋,太子湾,9
上屋,太安,7
上屋,妈湾,8
上屋,孖岭,6
上屋,安托山,7
上屋,官田,2
上屋,宝体,8
上屋,宝华,7
上屋,宝安,8
上屋,宝安中心,7
上屋,宝安客运站,7
上屋,宝田一路,8
上屋,宝龙,10
上屋,宝龙同乐,10
上屋,小梅沙,10
上屋,少年宫,6
上屋,尚景,10
上屋,岗厦,7
上屋,岗厦北,6
上屋,岗头,6
上屋,嶂背,9
上屋,左炮台东,9
上屋,市民中心,6
上屋,布吉,7
上屋,布心,7
上屋,平峦山,8
上屋,平湖,8
上屋,怀德,8
上屋,怡景,7
上屋,怡海,8
上屋,愉园,9
上屋,技术大学,11
上屋,文锦,7
上屋,新和,10
上屋,新塘围,10
上屋,新安,8
上屋,新安公园,7
上屋,新秀,7
上屋,晒布,7
上屋,景田,6
上屋,木古,7
上屋,木棉湾,7
上屋,机场,9
上屋,机场东,8
上屋,机场北,8
上屋,杨美,6
上屋,松元厦,7
上屋,松岗,6
上屋,松岗公园,6
上屋,桂湾,8
上屋,桃园,8
上屋,桃源村,7
上屋,桥头,8
上屋,桥头西,8
上屋,梅景,6
上屋,梅村,6
上屋,梅林关,5
上屋,梦海,8
上屋,梧桐山南,8
上屋,楼村,5
上屋,横岗,8
上屋,民乐,5
上屋,民治,5
上屋,水湾,9
上屋,水贝,7
上屋,永湖,8
上屋,沙井,7
上屋,沙壆,11
上屋,沙头角,9
上屋,沙尾,7
上屋,沙田,12
上屋,泥岗,6
上屋,洪浪北,7
上屋,洪湖,7
上屋,流塘,7
上屋,海上世界,8
上屋,海上田园东,9
上屋,海上田园南,9
上屋,海山,9
上屋,海月,8
上屋,深云,7
上屋,深圳北,5
上屋,深圳湾公园,7
上屋,深外高中,9
上屋,深大,8
上屋,深大南,8
上屋,深康,7
上屋,深湾,8
上屋,深理工,5
上屋,清湖,6
上屋,清湖北,6
上屋,湖贝,7
上屋,湾厦,8
上屋,溪头,6
上屋,灵芝,7
上屋,燕南,7
上屋,燕子湖,11
上屋,爱联,9
上屋,牛湖,7
上屋,珠光,7
上屋,甘坑,7
上屋,田心,11
上屋,田贝,7
上屋,留仙洞,7
上屋,登良,8
上屋,白石洲,8
上屋,白石龙,5
上屋,百鸽笼,7
上屋,皇岗口岸,7
上屋,皇岗村,7
上屋,益田,7
上屋,盐田墟,10
上屋,盐田港西,9
上屋,盐田路,9
上屋,盛平,10
上屋,石井,11
上屋,石厦,7
上屋,石芽岭,7
上屋,碧头,7
上屋,碧海湾,8
上屋,福保,7
上屋,福围,8
上屋,福民,7
上屋,福永,8
上屋,福海西,8
上屋,福田,6
上屋,福田口岸,7
上屋,禾花,7
上屋,科学公园,4
上屋,科学馆,7
上屋,科苑,8
上屋,竹子林,7
上屋,竹村,6
上屋,笋岗,7
上屋,粤海门,8
上屋,红山,5
上屋,红岭,7
上屋,红岭北,7
上屋,红岭南,7
上屋,红树湾,8
上屋,红树湾南,8
上屋,红花山,5
上屋,罗湖,7
上屋,罗湖北,7
上屋,翠竹,7
上屋,翰岭,6
上屋,翻身,7
上屋,老街,7
上屋,花果山,8
上屋,茜坑,6
上屋,茶光,6
上屋,草埔,7
上屋,荔林,8
上屋,荔湾,8
上屋,荷坳,8
上屋,莲塘,8
上屋,莲塘口岸,8
上屋,莲花北,6
上屋,莲花村,6
上屋,莲花西,7
上屋,薯田埔,6
上屋,蛇口港,9
上屋,西丽,6
上屋,西丽湖,7
上屋,西乡,8
上屋,西乡桃源,8
上屋,观澜,7
上屋,观澜湖,7
上屋,贝尔路,6
上屋,购物公园,7
上屋,赤尾,7
上屋,赤湾,9
上屋,车公庙,7
上屋,通新岭,7
上屋,钟屋南,8
上屋,铁路公园,8
上屋,银湖,6
上屋,锦龙,10
上屋,长圳,3
上屋,长岭陂,5
上屋,长湖,7
上屋,长龙,7
上屋,阳台山东,3
上屋,雅宝,6
上屋,雪象,6
上屋,香梅,7
上屋,香梅北,7
上屋,香蜜,7
上屋,香蜜湖,7
上屋,马安山,7
上屋,高新南,8
上屋,高新园,8
上屋,鲤鱼门,8
上屋,鸿安围,10
上屋,鹿丹村,7
上屋,黄木岗,7
上屋,黄田,8
上屋,黄贝岭,7
上屋,黄阁坑,9
上屋,龙东,10
上屋,龙井,7
上屋,龙华,5
上屋,龙园,10
上屋,龙城公园,9
上屋,龙城广场,9
上屋,龙胜,5
上川,上塘,6
上川,上屋,7
上川,上川,2
上川,上李朗,7
上川,上梅林,6
上川,上水径,7
上川,上沙,6
上川,上芬,6
上川,下梅林,6
上川,下水径,7
上川,下沙,6
上川,世界之窗,4
上川,东纵纪念馆,11
上川,东角头,5
上川,中大,9
上川,中山公园,3
上川,临海,3
上川,丹竹头,7
上川,五和,6
上川,人民南,7
上川,仙湖路,8
上川,会展中心,6
上川,会展城,6
上川,体育中心,7
上川,侨城东,5
上川,侨城北,5
上川,侨香,5
上川,元芬,6
上川,光明,9
上川,光明大街,8
上川,光雅园,6
上川,八卦岭,7
上川,公明广场,8
上川,六和,11
上川,六约,8
上川,六约北,8
上川,兴东,2
上川,兴围,4
上川,农林,5
上川,冬瓜岭,6
上川,凉帽山,7
上川,凤凰城,8
上川,前海湾,3
上川,前湾,3
上川,前湾公园,4
上川,华为,6
上川,华侨城,5
上川,华南城,8
上川,华强北,6
上川,华强南,7
上川,华强路,6
上川,华新,7
上川,南光,4
上川,南坑,6
上川,南头古城,3
上川,南山,3
上川,南山书城,4
上川,南油,4
上川,南油西,4
上川,南约,10
上川,南联,10
上川,双拥街,8
上川,双龙,10
上川,合水口,8
上川,吉祥,9
上川,同乐南,2
上川,后亭,7
上川,后海,4
上川,后瑞,5
上川,向西村,7
上川,四海,4
上川,四联,8
上川,回龙埔,10
上川,园岭,7
上川,固戍,4
上川,国展,6
上川,国展北,6
上川,国展南,6
上川,国贸,7
上川,圳美,9
上川,坂田,6
上川,坂田北,6
上川,坑梓,11
上川,坪山,11
上川,坪山中心,11
上川,坪山围,11
上川,坪山广场,11
上川,坪洲,3
上川,坪环,11
上川,坳背,9
上川,塘坑,8
上川,塘尾,6
上川,塘朗,4
上川,大剧院,7
上川,大学城,4
上川,大新,3
上川,大梅沙,10
上川,大芬,7
上川,大运,9
上川,大运中心,9
上川,太子湾,5
上川,太安,7
上川,妈湾,4
上川,孖岭,6
上川,安托山,5
上川,官田,7
上川,宝体,3
上川,宝华,3
上川,宝安,4
上川,宝安中心,2
上川,宝安客运站,2
上川,宝田一路,2
上川,宝龙,10
上川,宝龙同乐,10
上川,小梅沙,10
上川,少年宫,6
上川,尚景,10
上川,岗厦,6
上川,岗厦北,6
上川,岗头,6
上川,嶂背,9
上川,左炮台东,5
上川,市民中心,6
上川,布吉,7
上川,布心,7
上川,平峦山,3
上川,平湖,8
上川,怀德,5
上川,怡景,7
上川,怡海,4
上川,愉园,10
上川,技术大学,11
上川,文锦,7
上川,新和,11
上川,新塘围,10
上川,新安,3
上川,新安公园,2
上川,新秀,7
上川,晒布,7
上川,景田,6
上川,木古,8
上川,木棉湾,7
上川,机场,6
上川,机场东,4
上川,机场北,6
上川,杨美,6
上川,松元厦,7
上川,松岗,7
上川,松岗公园,7
上川,桂湾,3
上川,桃园,3
上川,桃源村,4
上川,桥头,5
上川,桥头西,5
上川,梅景,6
上川,梅村,6
上川,梅林关,6
上川,梦海,4
上川,梧桐山南,8
上川,楼村,8
上川,横岗,8
上川,民乐,6
上川,民治,5
上川,水湾,5
上川,水贝,7
上川,永湖,8
上川,沙井,6
上川,沙壆,11
上川,沙头角,8
上川,沙尾,6
上川,沙田,12
上川,泥岗,7
上川,洪浪北,2
上川,洪湖,7
上川,流塘,2
上川,海上世界,5
上川,海上田园东,7
上川,海上田园南,6
上川,海山,9
上川,海月,4
上川,深云,5
上川,深圳北,5
上川,深圳湾公园,5
上川,深外高中,9
上川,深大,4
上川,深大南,4
上川,深康,5
上川,深湾,5
上川,深理工,9
上川,清湖,6
上川,清湖北,7
上川,湖贝,7
上川,湾厦,4
上川,溪头,7
上川,灵芝,2
上川,燕南,7
上川,燕子湖,11
上川,爱联,9
上川,牛湖,8
上川,珠光,4
上川,甘坑,7
上川,田心,12
上川,田贝,7
上川,留仙洞,3
上川,登良,4
上川,白石洲,4
上川,白石龙,5
上川,百鸽笼,7
上川,皇岗口岸,6
上川,皇岗村,6
上川,益田,6
上川,盐田墟,10
上川,盐田港西,9
上川,盐田路,9
上川,盛平,10
上川,石井,11
上川,石厦,6
上川,石芽岭,7
上川,碧头,7
上川,碧海湾,5
上川,福保,6
上川,福围,5
上川,福民,6
上川,福永,5
上川,福海西,6
上川,福田,6
上川,福田口岸,6
上川,禾花,8
上川,科学公园,8
上川,科学馆,7
上川,科苑,4
上川,竹子林,5
上川,竹村,7
上川,笋岗,7
上川,粤海门,5
上川,红山,5
上川,红岭,7
上川,红岭北,7
上川,红岭南,7
上川,红树湾,5
上川,红树湾南,5
上川,红花山,8
上川,罗湖,7
上川,罗湖北,7
上川,翠竹,7
上川,翰岭,6
上川,翻身,2
上川,老街,7
上川,花果山,4
上川,茜坑,7
上川,茶光,3
上川,草埔,7
上川,荔林,4
上川,荔湾,4
上川,荷坳,9
上川,莲塘,8
上川,莲塘口岸,7
上川,莲花北,6
上川,莲花村,6
上川,莲花西,6
上川,薯田埔,7
上川,蛇口港,5
上川,西丽,3
上川,西丽湖,4
上川,西乡,3
上川,西乡桃源,3
上川,观澜,7
上川,观澜湖,8
上川,贝尔路,6
上川,购物公园,6
上川,赤尾,7
上川,赤湾,5
上川,车公庙,5
上川,通新岭,7
上川,钟屋南,3
上川,铁路公园,4
上川,银湖,7
上川,锦龙,10
上川,长圳,8
上川,长岭陂,5
上川,长湖,7
上川,长龙,7
上川,阳台山东,6
上川,雅宝,6
上川,雪象,7
上川,香梅,6
上川,香梅北,5
上川,香蜜,5
上川,香蜜湖,6
上川,马安山,6
上川,高新南,5
上川,高新园,4
上川,鲤鱼门,3
上川,鸿安围,9
上川,鹿丹村,7
上川,黄木岗,7
上川,黄田,3
上川,黄贝岭,7
上川,黄阁坑,9
上川,龙东,10
上川,龙井,4
上川,龙华,6
上川,龙园,10
上川,龙城公园,9
上川,龙城广场,9
上川,龙胜,6
上李朗,上塘,5
上李朗,上屋,7
上李朗,上川,7
上李朗,上李朗,2
上李朗,上梅林,5
上李朗,上水径,5
上李朗,上沙,7
上李朗,上芬,5
上李朗,下梅林,6
上李朗,下水径,5
上李朗,下沙,7
上李朗,世界之窗,7
上李朗,东纵纪念馆,10
上李朗,东角头,8
上李朗,中大,9
上李朗,中山公园,8
上李朗,临海,8
上李朗,丹竹头,6
上李朗,五和,4
上李朗,人民南,7
上李朗,仙湖路,7
上李朗,会展中心,6
上李朗,会展城,10
上李朗,体育中心,6
上李朗,侨城东,7
上李朗,侨城北,7
上李朗,侨香,7
上李朗,元芬,6
上李朗,光明,8
上李朗,光明大街,8
上李朗,光雅园,4
上李朗,八卦岭,6
上李朗,公明广场,9
上李朗,六和,9
上李朗,六约,7
上李朗,六约北,7
上李朗,兴东,7
上李朗,兴围,8
上李朗,农林,7
上李朗,冬瓜岭,5
上李朗,凉帽山,2
上李朗,凤凰城,8
上李朗,前海湾,8
上李朗,前湾,8
上李朗,前湾公园,8
上李朗,华为,3
上李朗,华侨城,7
上李朗,华南城,2
上李朗,华强北,6
上李朗,华强南,6
上李朗,华强路,6
上李朗,华新,6
上李朗,南光,8
上李朗,南坑,5
上李朗,南头古城,8
上李朗,南山,8
上李朗,南山书城,8
上李朗,南油,8
上李朗,南油西,8
上李朗,南约,8
上李朗,南联,8
上李朗,双拥街,3
上李朗,双龙,9
上李朗,合水口,9
上李朗,吉祥,8
上李朗,同乐南,7
上李朗,后亭,10
上李朗,后海,8
上李朗,后瑞,9
上李朗,向西村,7
上李朗,四海,8
上李朗,四联,7
上李朗,回龙埔,9
上李朗,园岭,6
上李朗,固戍,8
上李朗,国展,10
上李朗,国展北,10
上李朗,国展南,10
上李朗,国贸,7
上李朗,圳美,8
上李朗,坂田,4
上李朗,坂田北,4
上李朗,坑梓,10
上李朗,坪山,9
上李朗,坪山中心,10
上李朗,坪山围,9
上李朗,坪山广场,10
上李朗,坪洲,8
上李朗,坪环,10
上李朗,坳背,7
上李朗,塘坑,7
上李朗,塘尾,10
上李朗,塘朗,6
上李朗,大剧院,7
上李朗,大学城,6
上李朗,大新,8
上李朗,大梅沙,10
上李朗,大芬,6
上李朗,大运,8
上李朗,大运中心,8
上李朗,太子湾,9
上李朗,太安,6
上李朗,妈湾,8
上李朗,孖岭,5
上李朗,安托山,7
上李朗,官田,7
上李朗,宝体,8
上李朗,宝华,7
上李朗,宝安,8
上李朗,宝安中心,7
上李朗,宝安客运站,7
上李朗,宝田一路,8
上李朗,宝龙,9
上李朗,宝龙同乐,9
上李朗,小梅沙,10
上李朗,少年宫,6
上李朗,尚景,9
上李朗,岗厦,6
上李朗,岗厦北,6
上李朗,岗头,3
上李朗,嶂背,8
上李朗,左炮台东,9
上李朗,市民中心,6
上李朗,布吉,5
上李朗,布心,6
上李朗,平峦山,8
上李朗,平湖,3
上李朗,怀德,9
上李朗,怡景,7
上李朗,怡海,8
上李朗,愉园,8
上李朗,技术大学,10
上李朗,文锦,7
上李朗,新和,9
上李朗,新塘围,9
上李朗,新安,8
上李朗,新安公园,7
上李朗,新秀,7
上李朗,晒布,7
上李朗,景田,6
上李朗,木古,2
上李朗,木棉湾,6
上李朗,机场,9
上李朗,机场东,9
上李朗,机场北,10
上李朗,杨美,5
上李朗,松元厦,7
上李朗,松岗,10
上李朗,松岗公园,10
上李朗,桂湾,8
上李朗,桃园,8
上李朗,桃源村,7
上李朗,桥头,9
上李朗,桥头西,9
上李朗,梅景,6
上李朗,梅村,6
上李朗,梅林关,5
上李朗,梦海,8
上李朗,梧桐山南,8
上李朗,楼村,9
上李朗,横岗,7
上李朗,民乐,5
上李朗,民治,5
上李朗,水湾,8
上李朗,水贝,6
上李朗,永湖,7
上李朗,沙井,10
上李朗,沙壆,10
上李朗,沙头角,8
上李朗,沙尾,7
上李朗,沙田,11
上李朗,泥岗,6
上李朗,洪浪北,7
上李朗,洪湖,6
上李朗,流塘,7
上李朗,海上世界,8
上李朗,海上田园东,10
上李朗,海上田园南,10
上李朗,海山,8
上李朗,海月,8
上李朗,深云,7
上李朗,深圳北,5
上李朗,深圳湾公园,7
上李朗,深外高中,9
上李朗,深大,8
上李朗,深大南,8
上李朗,深康,7
上李朗,深湾,7
上李朗,深理工,9
上李朗,清湖,6
上李朗,清湖北,6
上李朗,湖贝,7
上李朗,湾厦,8
上李朗,溪头,10
上李朗,灵芝,7
上李朗,燕南,6
上李朗,燕子湖,10
上李朗,爱联,8
上李朗,牛湖,8
上李朗,珠光,7
上李朗,甘坑,2
上李朗,田心,10
上李朗,田贝,6
上李朗,留仙洞,6
上李朗,登良,8
上李朗,白石洲,7
上李朗,白石龙,5
上李朗,百鸽笼,6
上李朗,皇岗口岸,6
上李朗,皇岗村,6
上李朗,益田,6
上李朗,盐田墟,9
上李朗,盐田港西,8
上李朗,盐田路,9
上李朗,盛平,9
上李朗,石井,10
上李朗,石厦,6
上李朗,石芽岭,6
上李朗,碧头,10
上李朗,碧海湾,8
上李朗,福保,7
上李朗,福围,9
上李朗,福民,6
上李朗,福永,9
上李朗,福海西,10
上李朗,福田,6
上李朗,福田口岸,6
上李朗,禾花,2
上李朗,科学公园,8
上李朗,科学馆,6
上李朗,科苑,8
上李朗,竹子林,7
上李朗,竹村,7
上李朗,笋岗,6
上李朗,粤海门,8
上李朗,红山,5
上李朗,红岭,6
上李朗,红岭北,6
上李朗,红岭南,6
上李朗,红树湾,7
上李朗,红树湾南,7
上李朗,红花山,9
上李朗,罗湖,7
上李朗,罗湖北,6
上李朗,翠竹,7
上李朗,翰岭,6
上李朗,翻身,7
上李朗,老街,6
上李朗,花果山,8
上李朗,茜坑,7
上李朗,茶光,6
上李朗,草埔,6
上李朗,荔林,8
上李朗,荔湾,8
上李朗,荷坳,7
上李朗,莲塘,7
上李朗,莲塘口岸,7
上李朗,莲花北,6
上李朗,莲花村,6
上李朗,莲花西,6
上李朗,薯田埔,9
上李朗,蛇口港,9
上李朗,西丽,6
上李朗,西丽湖,7
上李朗,西乡,8
上李朗,西乡桃源,8
上李朗,观澜,7
上李朗,观澜湖,7
上李朗,贝尔路,4
上李朗,购物公园,6
上李朗,赤尾,6
上李朗,赤湾,9
上李朗,车公庙,7
上李朗,通新岭,6
上李朗,钟屋南,8
上李朗,铁路公园,8
上李朗,银湖,6
上李朗,锦龙,9
上李朗,长圳,8
上李朗,长岭陂,5
上李朗,长湖,7
上李朗,长龙,5
上李朗,阳台山东,6
上李朗,雅宝,5
上李朗,雪象,3
上李朗,香梅,6
上李朗,香梅北,6
上李朗,香蜜,6
上李朗,香蜜湖,6
上李朗,马安山,10
上李朗,高新南,8
上李朗,高新园,7
上李朗,鲤鱼门,8
上李朗,鸿安围,9
上李朗,鹿丹村,7
上李朗,黄木岗,6
上李朗,黄田,8
上李朗,黄贝岭,7
上李朗,黄阁坑,8
上李朗,龙东,9
上李朗,龙井,7
上李朗,龙华,6
上李朗,龙园,9
上李朗,龙城公园,8
上李朗,龙城广场,8
上李朗,龙胜,6
上梅林,上塘,4
上梅林,上屋,6
上梅林,上川,6
上梅林,上李朗,5
上梅林,上梅林,2
上梅林,上水径,5
上梅林,上沙,3
上梅林,上芬,4
上梅林,下梅林,2
上梅林,下水径,5
上梅林,下沙,3
上梅林,世界之窗,4
上梅林,东纵纪念馆,9
上梅林,东角头,6
上梅林,中大,8
上梅林,中山公园,6
上梅林,临海,6
上梅林,丹竹头,5
上梅林,五和,3
上梅林,人民南,4
上梅林,仙湖路,5
上梅林,会展中心,2
上梅林,会展城,9
上梅林,体育中心,3
上梅林,侨城东,4
上梅林,侨城北,4
上梅林,侨香,3
上梅林,元芬,4
上梅林,光明,7
上梅林,光明大街,7
上梅林,光雅园,3
上梅林,八卦岭,3
上梅林,公明广场,8
上梅林,六和,9
上梅林,六约,6
上梅林,六约北,6
上梅林,兴东,6
上梅林,兴围,7
上梅林,农林,4
上梅林,冬瓜岭,2
上梅林,凉帽山,5
上梅林,凤凰城,7
上梅林,前海湾,6
上梅林,前湾,6
上梅林,前湾公园,6
上梅林,华为,4
上梅林,华侨城,4
上梅林,华南城,6
上梅林,华强北,3
上梅林,华强南,3
上梅林,华强路,3
上梅林,华新,3
上梅林,南光,6
上梅林,南坑,3
上梅林,南头古城,6
上梅林,南山,6
上梅林,南山书城,6
上梅林,南油,6
上梅林,南油西,6
上梅林,南约,8
上梅林,南联,8
上梅林,双拥街,6
上梅林,双龙,8
上梅林,合水口,8
上梅林,吉祥,7
上梅林,同乐南,6
上梅林,后亭,9
上梅林,后海,5
上梅林,后瑞,8
上梅林,向西村,4
上梅林,四海,6
上梅林,四联,6
上梅林,回龙埔,8
上梅林,园岭,3
上梅林,固戍,7
上梅林,国展,9
上梅林,国展北,9
上梅林,国展南,9
上梅林,国贸,4
上梅林,圳美,7
上梅林,坂田,4
上梅林,坂田北,4
上梅林,坑梓,10
上梅林,坪山,9
上梅林,坪山中心,9
上梅林,坪山围,9
上梅林,坪山广场,9
上梅林,坪洲,7
